0,Yearly_data,,
1,0.19720261585700768,,
2,3.237965123393816,,
0,Yearly_data,Quarterly_data,
1,0.19720261585700768,0.1303510291990501,
2,3.237965123393816,1.4682521819455532,
0,Monthly_data,,
1,0.14343383132352422,,
2,1.8917736643661311,,
0,Monthly_data,Weekly_data,
1,0.14343383132352422,0.2623446242743106,
2,1.8917736643661311,12.820476991694974,
0,Monthly_data,Weekly_data,Daily_data
1,0.14343383132352422,0.2623446242743106,0.1266480236947858
2,1.8917736643661311,12.820476991694974,14.1600452280979
