,Data_Type,sMape MLP,sMape RNN,Mase MLP,Mase RNN
Data_Type
sMape MLP
sMape RNN
Mase MLP
Mase RNN
Data_Type
sMape MLP
sMape RNN
Mase MLP
Mase RNN
0,Daily_data,Hourly_data,,,
1,0.09067569526333022,0.17085027757477256,,,
2,0.03691229350828697,0.175269086339126,,,
3,9.088413673545366,2.0970768792183963,,,
4,4.265913859140875,2.0839908215650147,,,
